"","gender","education level","province","marital status","experience of finance","The level of risk reverse","finance problem 1","finance problem 2","The condition of the answer of financial problems","real estate","fund","stock","bond","internet planning","financial planning","derivative","gold","no RMB asset","pension insurance","medical issurance","business issurance","educational investment"
"191","male","undergraduate","上海市","married","Yes","Little Risk Reverse","Yes","Yes","two","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","Yes"
"192","femal","undergraduate","上海市","unmarried","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"193","femal","undergraduate","上海市","unmarried","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"194","male","undergraduate","上海市","unmarried","Yes","Risk Preference","Yes","Yes","two","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes"
"195","femal","primary","上海市","married","No","Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"196","femal","master","上海市","unmarried","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"197","femal","undergraduate","上海市","married","No","Risk Preference","Yes","Yes","two","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"198","male","undergraduate","上海市","married","No","Little Risk Preference","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"199","femal","undergraduate","上海市","unmarried","Yes","Little Risk Reverse","No","Yes","one","Yes","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes"
"200","male","college","上海市","married","Yes","Risk Neutral","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"201","male","undergraduate","上海市","married","No","Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"202","male","college","上海市","married","No","Little Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"203","femal","undergraduate","上海市","unmarried","Yes","Risk Neutral","Yes","Yes","two","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes"
"204","femal","undergraduate","上海市","married","Yes","Little Risk Reverse","Yes","Yes","two","Yes","No","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","No"
"205","femal","junior high","上海市","widowed","No","Risk Reverse","Yes","No","one","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes"
"206","femal","college","上海市","married","Yes","Risk Neutral","Yes","Yes","two","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes"
"207","femal","special school","上海市","married","No","Risk Neutral","No","No","none","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes"
"208","femal","undergraduate","上海市","unmarried","Yes","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"209","femal","undergraduate","上海市","unmarried","Yes","Risk Neutral","No","Yes","one","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"210","male","junior high","上海市","separated","No","Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"211","femal","senior high","上海市","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
"212","femal","primary","上海市","married","No","Little Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","No","No","No","No"
"213","male","junior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"214","femal","college","上海市","unmarried","Yes","Risk Neutral","No","Yes","one","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No"
"215","male","college","上海市","unmarried","No","Risk Neutral","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"216","femal","college","上海市","married","No","Risk Neutral","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"217","femal","undergraduate","上海市","married","No","Risk Neutral","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"218","femal","undergraduate","上海市","unmarried","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"219","femal","primary","上海市","widowed","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"220","femal","senior high","上海市","unmarried","No","Little Risk Reverse","Yes","Yes","two","No","No","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes"
"221","femal","college","上海市","married","No","Little Risk Reverse","Yes","Yes","two","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes"
"222","femal","undergraduate","上海市","unmarried","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Yes"
"223","femal","undergraduate","上海市","unmarried","No","Risk Neutral","No","Yes","one","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"224","femal","junior high","上海市","married","No","Little Risk Reverse","No","Yes","one","No","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes"
"225","male","senior high","上海市","unmarried","No","Little Risk Reverse","No","Yes","one","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","Yes"
"226","male","senior high","上海市","married","No","Risk Reverse","Yes","Yes","two","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","No","No"
"227","femal","special school","上海市","married","No","Little Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"228","femal","undergraduate","上海市","married","No","Little Risk Preference","Yes","Yes","two","Yes","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes"
"229","male","undergraduate","上海市","married","No","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"230","femal","undergraduate","上海市","married","Yes","Risk Neutral","No","Yes","one","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes"
"231","femal","junior high","上海市","cohabitation","No","Risk Neutral","No","No","none","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"232","femal","junior high","上海市","married","No","Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"233","male","undergraduate","上海市","married","Yes","Risk Reverse","No","No","none","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes"
"234","male","senior high","上海市","married","No","Little Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"235","femal","college","上海市","unmarried","No","Risk Preference","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"236","femal","senior high","上海市","married","No","Little Risk Reverse","No","Yes","one","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"237","femal","undergraduate","上海市","married","No","Risk Neutral","No","Yes","one","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"238","femal","senior high","上海市","married","No","Little Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"239","male","senior high","上海市","married","No","Little Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"240","femal","undergraduate","上海市","unmarried","Yes","Little Risk Preference","Yes","No","one","Yes","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes"
"241","male","primary","上海市","married","No","Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"242","femal","junior high","上海市","married","No","Risk Reverse","Yes","Yes","two","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"243","male","senior high","上海市","married","Yes","Risk Reverse","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"244","male","undergraduate","上海市","unmarried","No","Little Risk Reverse","No","No","none","Yes","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","Yes"
"245","femal","undergraduate","上海市","married","No","Little Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"246","male","undergraduate","上海市","unmarried","No","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"247","male","primary","上海市","married","No","Risk Reverse","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"248","femal","undergraduate","上海市","unmarried","No","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"249","femal","undergraduate","上海市","unmarried","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
"250","femal","college","上海市","married","Yes","Risk Neutral","Yes","Yes","two","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","No"
"251","femal","undergraduate","上海市","married","No","Little Risk Preference","No","Yes","one","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes"
"252","femal","junior high","上海市","married","No","Risk Reverse","Yes","No","one","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No"
"253","male","college","上海市","married","No","Risk Neutral","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"254","femal","undergraduate","上海市","unmarried","Yes","Risk Neutral","Yes","Yes","two","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No"
"255","male","senior high","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"256","male","undergraduate","上海市","unmarried","Yes","Risk Neutral","Yes","Yes","two","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes"
"257","femal","undergraduate","上海市","unmarried","Yes","Risk Neutral","Yes","Yes","two","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No"
"258","femal","junior high","上海市","married","No","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"259","femal","senior high","上海市","married","Yes","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"260","femal","junior high","上海市","married","Yes","Risk Reverse","No","No","none","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No"
"261","femal","junior high","上海市","married","No","Risk Reverse","Yes","Yes","two","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes"
"262","femal","undergraduate","上海市","married","Yes","Little Risk Reverse","Yes","Yes","two","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes"
"263","femal","college","上海市","married","No","Little Risk Reverse","Yes","Yes","two","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes"
"264","femal","undergraduate","上海市","unmarried","Yes","Risk Neutral","Yes","Yes","two","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"265","male","undergraduate","上海市","married","No","Risk Neutral","No","Yes","one","No","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes"
"266","male","undergraduate","上海市","married","No","Risk Reverse","No","Yes","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"267","male","senior high","上海市","married","No","Risk Neutral","No","Yes","one","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes"
"268","male","senior high","上海市","married","No","Risk Neutral","Yes","No","one","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"269","male","college","上海市","married","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"270","femal","undergraduate","上海市","unmarried","Yes","Little Risk Preference","No","Yes","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes"
"271","femal","undergraduate","上海市","unmarried","Yes","Little Risk Reverse","Yes","No","one","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes"
"272","femal","master","上海市","married","Yes","Little Risk Preference","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"273","male","undergraduate","上海市","unmarried","No","Little Risk Reverse","No","Yes","one","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes"
"274","femal","undergraduate","上海市","unmarried","Yes","Risk Neutral","Yes","Yes","two","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes"
"275","femal","primary","上海市","married","No","Risk Reverse","No","No","none","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No"
"276","male","undergraduate","上海市","unmarried","No","Little Risk Reverse","Yes","Yes","two","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes"
"277","femal","master","上海市","married","No","Little Risk Preference","Yes","Yes","two","Yes","No","Yes","No","Yes","No","No","No","No","Yes","Yes","Yes","No"
"278","male","undergraduate","上海市","married","Yes","Little Risk Preference","Yes","Yes","two","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes"
"279","femal","undergraduate","上海市","unmarried","Yes","Risk Preference","Yes","Yes","two","No","No","Yes","No","Yes","No","No","Yes","No","Yes","Yes","No","No"
"280","male","undergraduate","上海市","widowed","No","Risk Preference","Yes","Yes","two","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes"
